"text", "translation"
"%h_rank1、先頭をキープ！\nこれは面白い展開だ！このまま進みますか？","%h_rank1, holding the lead! This is an interesting turn of events! Shall we keep going?"
"晴れわたる空のもと行われる、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","Under clear skies, the %course %ground %distance %h_num_no Uma Musume will take on the challenge."
"曇り空のもと、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","Under cloudy skies, the %course %ground %distance %h_num_no horse girls took on the challenge."
"足元悪い雨の中、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The %course %ground %distance %h_num_no Uma-musume are taking on the challenge in the rain."
"抜けるような青空のもと\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The %course %ground %distance %h_num_no Uma-musume challenges themselves under a blue sky."
"波乱の香り漂う曇り空のもと行われる\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","Under cloudy skies with a hint of turbulence, the %course %ground %distance %h_num_no horse girls will take on the challenge."
"天が与えた試練の雨が、\n波乱含みの%course%ground%distance\nいよいよ出走です","The rains of heaven's testing, tumultuous %course %ground %distance is finally upon us."
"寒さ続く%course、試練が待ち受けていた\n雪降る%ground%distance\n勝利にたどりつくのはどのウマ娘だ！","The cold weather continues at %course, and a challenge awaits the horsegirls, who will take first place in this %distance snow-covered %ground race?"
"すっかり日が落ちました、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The sun has already set, and the %course %ground %distance %h_num_no horse girls are ready to take on the challenge!"
"夜空の星々が見守ります、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The stars of the night sky are watching over us, and %course %ground %distance %h_num_no horse girls are ready to take on the challenge."
"星空のもとで行われます、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","It will be held under the starry skies, and the %course %ground %distance %h_num_no Uma Musume will take on the challenge."
"夜空を覆う雨雲が緊張感を演出します\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The rain clouds that cover the night sky create a sense of tension. %course %ground %distance %h_num_no The Uma Musume take on the challenge!"
"雨粒が照明で光り輝く、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","Raindrops glisten in the lighting as the %course %ground %distance %h_num_no horse girls take on the challenge!"
"夜の雨が波乱を予感させる、\n%course%ground%distance\n%h_num_noウマ娘たちが挑みます","The rain in the evening foretells a disturbance, and the %course %ground %distance %h_num_no horse girls will take on the challenge."
"%h_rank_l1！\n%race_wo！\n頂点まであと1つ！　決勝へとコマを進めた！","%h_rank_l1! %race_wo! One more to the top! They're through to the finals!"
"%h_rank_l1！\n%race_wo！\n今ここに優駿たちの頂点が誕生です！","%h_rank_l1! %race_wo! The pinnacle of the champions is born here!"
"さあ始まります、チームレース！\n大事な一戦目、勝利のタスキを繋ぐのは誰だ！","Here we go, the team race! In the first race of the season, who will carry the banner of victory?"
"降級圏から脱する大事な一歩、\n踏み出すことができるのはどのウマ娘か！","Which one of these girls will be able to take the important step of getting out of the relegation zone?"
"第1レースの結果を踏まえての第2レース、\n各ウマ娘たちがチームの想いを背負って挑みます","Based on the results of the first race, the second race will be a challenge for each of the Uma Musume, carrying the thoughts of their team."
"繋がれた勝利のタスキを次へと繋げられるか！\n第2レースへの期待も高まります！","Can you carry the winning tusk from one race to the next? Expectations are high for the second race!"
"第2レースが始まります\n悔しさを胸に、第1レースの\n雪辱を果たすことはできるのでしょうか！","Race 2 is about to begin! With regret in their hearts, will they be able to redeem themselves from the first race?"
"折り返しとなる第3レース\n是非ともいい結果を手にして\n後半へとつなげたいところでしょう","It's the third race of the day, and we'll be looking for a good result to carry us through to the second half of the season."
"ここまで1着を逃していないチームがあります\n観客の期待もどんどん上がってきました！","We have a team that hasn't missed a single race so far! The crowd's expectations are getting higher and higher!"
"後のないレースとなるチームもでてきました\nここから巻き返していけるのか、期待しましょう！","Some teams have no choice but to race on! Let's see if we can make a comeback from here!"
"フィナーレが近づいてきました、第4レース！\n最後の舞台へ、いい結果をつなげられるか！","The finale is approaching, Race 4! Let's see if we can get a good result for the final stage!"
"観客のボルテージも上がってきました！\n言わずもがな、期待すべくは\nあのチームのあのウマ娘でしょう！","The crowd's voltage is rising! Needless to say, the one to look forward to would be that team's horse girl!"
"挽回するチームにはここが最後のチャンスか\n大事な大事な第4レース、いよいよ始まります","This will be the last chance for the teams to make up ground, and the crucial fourth race is about to begin!"
"いよいよ最後の大舞台、第5レース！\nここまで走り抜いたチームの想いを胸に、\n栄光を掴み取れるか、決着の刻です！","Finally, the final big stage, Race 5! It's time to see if the teams that have made it this far can grab the glory with their hearts!"
"なんとここまで全勝のチームがいます！\n偉業は成し遂げられるのか！\n最終決戦、いざ参りましょう！","Oh my god, we have a team that has won every game so far! Can they pull off the feat? Let's get ready for the final battle!"
"苦戦を強いられているチームは、\nここで絶対に勝ちたいところ！\n飾れるか、有終の美！","A team that's been struggling is definitely going to want to win here! Let's see if we can make it happen!"
"短距離戦の猛者が集うこのレース、\n序盤から目が離せない展開になるでしょう！","A fierce bunch of short-distance contenders, this race will be one you won't want to take your eyes off of from the very beginning!"
"マイル戦に自信のあるウマ娘が集まったこのレース、\nどのような結果になるのでしょうか！","What will be the outcome of this race, where all the Uma Musume who are confident in mileage races are gathered?"
"中距離戦に自信のあるウマ娘が集まったこのレース、\n素晴らしい展開になること間違いなしでしょう！","With all the Uma Musume confident in mid-distance races, this race is sure to be a great one!"
"長距離戦に自信のあるウマ娘が集まったこのレース、\nどんなドラマが待っているのでしょうか！","What kind of drama awaits us in this race of Uma Musume who are confident in long-distance races!"
"ダート巧者が一堂に会するこのレース、\nみごと先頭でゴールを駆け抜けるのはどのウマ娘か！","In this race where all the dirt experts gather, which of the Uma Musume will lead the pack across the finish line?"
"勝っ%h_rank_ta1！\n最高の滑り出しでチームに1勝目を届けました！","Win %h_rank_ta1! We got off to a great start, delivering the first win for our team!"
"第2レースを制し%h_rank_ta1！\n素晴らしい走りでチームに勝利をもたらしました！","She won the second race, %h_rank_ta1! Great ride to give his team the win!"
"1着は%h_rank_l1！\n第3レースを勝ち取り、\n文句なしの折り返しとなりました！","First place goes to %h_rank_l1! She wins race three, turning in an uncontested victory!"
"勝っ%h_rank_ta1！\n最終戦に弾みをつける、大きな1勝です！","Win %h_rank_ta1! That's a big win that gives us momentum going into the final round!"
"第4レースを見事制し%h_rank_ta1！\nチームとしてもここまで素晴らしい成績、\nこの勢い誰にも止められません！","We've won race 4, and we're on to %h_rank_ta1! The team has done great so far, and there's no stopping this momentum!"
"1着でゴールし%h_rank_ta1！\nチームを奮い立たせる見事な走りで、\n第4レースの勝利を手にしました！","She crosses the finish line in first place, %h_rank_ta1! A brilliant run to inspire the team and win race four!"
"最終第5レース、勝っ%h_rank_ta1！\nこれ以上ない結果をチームへ届けました！","The fifth and final race, won %h_rank_ta1! Couldn't have asked for a better result for the team!"
"最終第5レースを制し%h_rank_ta1！\n合計スコアにも期待がかかります！\n結果はどうでしょうか！","She wins the fifth and final race, %h_rank_ta1! There's a lot riding on that total score! What do you think of the results!"
"勝っ%h_rank_ta1！\n圧巻の走りで、見事有終の美を飾ってみせました！","The winner is %h_rank_ta1! It was an amazing run, and a great way to finish the race!"
"短距離レースのチーム代表戦を\n制し%h_rank_ta1！\nチームへ捧げる見事な勝利です！","She won the team championship in the short distance race, %h_rank_ta1! A well-deserved victory for the team!"
"マイルレースのチーム代表戦を\n制し%h_rank_ta1！\n見事な勝利をチームへ届けました！","She won the team representative race in the mile race, %h_rank_ta1! She delivered a stunning victory to his team!"
"中距離レースのチーム代表戦を\n制し%h_rank_ta1！\n勝利のタスキを次へと繋げました！","We've won the team championship in the middle distance race, %h_rank_ta1! We've passed the winning tusk to the next one!"
"長距離レースのチーム代表戦を\n制し%h_rank_ta1！\nチームの想いを背負い、大役を務めあげた！","She won the team championship in the long-distance race and became the %h_rank_ta1! He carried the thoughts of the team on his shoulders and did a great job!"
